name,category,address,website,plus_code,comment_avg,comment_count 
Rodantech,Heizungs- und Klimatechnikbetrieb,"aleja Kasztanowa 18/6, 53-125 Wrocław, Polen",rodantech.pl,"32M8+QR Breslau, Polen",,
AM-SYSTEM Sp. z o.o. Sp.k.,Klimaanlagenanbieter,"Międzyleska 4, 50-514 Wrocław, Polen",am-system.pl,"33HC+F7 Breslau, Polen",,
JanAwarian,Heizungs- und Klimatechnikbetrieb,"Tuwima 39a, 59-900 Zgorzelec, Polen",,"5237+JR Görlitz, Polen",,
WENTIK Sp. z o.o.,Klimaanlagenanbieter,"Toruńska 85, 86-050 Solec Kujawski, Polen",wentik.com.pl,"37HC+WP Solec Kujawski, Polen","4,5",8
EcoTech Sp. z o.o.,Heizungs- und Klimatechnikbetrieb,"Modrzewiowa 11B, 87-134 Czarnowo, Polen",systemygrzewczochlodnicze.pl,"464W+XP Czarnowo, Polen","5,0",5
ADDNE - klimatyzacja,Klimaanlagenanbieter,"Tomasza Stawisińskiego 1A/13, 87-100 Toruń, Polen",facebook.com,"2MGM+GR Toruń, Polen","5,0",9
Caldor Sp. z o.o.,Heizungs- und Klimatechnikbetrieb,"Stanisława Sędziaka 20, 87-100 Toruń, Polen",caldor.pl,"XJR8+2X Toruń, Polen","4,3",6
"JUTA Technika Grzewcza Jarosław Guziński, Katarzyna Guzińska S.C.",Heizungs- und Klimatechnikbetrieb,"Rzemieślnicza 45a, 87-103 Mała Nieszawka, Polen",juta.pl,"XGPQ+CW Mała Nieszawka, Polen","4,8",33
Ekowiktor,Heizungs- und Klimatechnikbetrieb,"Żeromskiego 1, 57-200 Ząbkowice Śląskie, Polen",ekowiktor.pl,"HRW8+62 Frankenstein, Polen","5,0",9
INSTAL-DOM ROBERT HEJMAN,Heizungs- und Klimatechnikbetrieb,"Pomiany 10, 87-702 Pomiany, Polen",,"QP46+VP Pomiany, Polen","5,0",1
Klim-Elektro,Klimaanlagenanbieter,"Polna 21, 87-320 Górzno, Polen",facebook.com,"5JWP+XW Górzno, Polen","5,0",3
Klim-Bud. PPHU,Klimaanlagenanbieter,"Lubuska 16, 85-689 Bydgoszcz, Polen",,"53C4+PJ Bydgoszcz, Polen","4,2",5
Proterm Barczewski Kaczmarek Kłos Spółka Jawna,Heizungs- und Klimatechnikbetrieb,"Górzyskowo 12, 85-157 Bydgoszcz, Polen",proterm.info.pl,"4X3G+Q5 Bydgoszcz, Polen","4,5",12
PPHU Elektro Serwis Przemysław Szulc,Klimaanlagenanbieter,"Kijaszkowo 2, 87-640 Kijaszkowo, Polen",,"X2PM+VQ Kijaszkowo, Polen",,
ECO HOUSE,Heizungs- und Klimatechnikbetrieb,"Jagodowa 4, 87-640 Czernikowo, Polen",ecohouse.link,"WWVH+C4 Czernikowo, Polen","5,0",19
Eco Tom,Klimaanlagenanbieter,"Paparzyn 21, 86-212, Polen",eco-tom.pl,"9J6W+W6 Paparzyn, Polen","5,0",15
Kwat Klimatyzacja Pompy ciepła Rekuperacja,Heizungs- und Klimatechnikbetrieb,"Fermowa, 86-070 Dąbrowa Chełmińska, Polen",kwat-klimat.pl,"58H8+27 Dąbrowa Chełmińska, Polen","4,6",40
ELSEB Sebastian Wójcik,Elektriker,"Marii Konopnickiej 10, 89-400 Sępólno Krajeńskie, Polen",,"FG5M+XQ Sępólno Krajeńskie, Polen","5,0",5
MAGIK Sp. z o.o. - Oddział Grudziądz,Klimaanlagenanbieter,"Biały Bór 119B, 86-300, Polen",magik.pl,"CP9C+H9 Biały Bór, Polen","4,2",6
Cover-Tech Sp. z o.o. Sp. k.,Heizungs- und Klimatechnikbetrieb,"Trynkowa 49a, 86-300 Grudziądz, Polen",cover-tech.pl,"FRW8+G2 Grudziądz, Polen","4,3",6
Heliotech PSA,Heizungs- und Klimatechnikbetrieb,"Legionów 77/43, 86-300 Grudziądz, Polen",,"GQ2F+CG Grudziądz, Polen","5,0",3
Modelwent,Heizungs- und Klimatechnikbetrieb,"Marszałka Józefa Piłsudskiego 24/16, 86-300 Grudziądz, Polen",,"FQR5+8J Grudziądz, Polen","5,0",1
Lux-Went Dariusz Wyżykowski,Heizungs- und Klimatechnikbetrieb,"Kołłątaja 20, 87-820 Kowal, Polen",,"G5J2+FP Kowal, Polen","5,0",5
Pema,Heizungs- und Klimatechnikbetrieb,"Rachcinek 55, 87-617 Rachcinek, Polen",,"P2PC+G5 Rachcinek, Polen","5,0",10
TOPWENT,Heizungs- und Klimatechnikbetrieb,"Rogowo 18, 87-515 Rogowo, Polen",,"X9HJ+XW Rogowo, Polen",,
TOP PROJECT,Klimaanlagenanbieter,"Stanisława Wachowiaka 5, 88-100 Inowrocław, Polen",,"Q7M2+CV Hohensalza, Polen","3,7",3
iTECHcold Klimatyzacje,Klimaanlagenanbieter,"Niedźwiady 10D, 89-200 Szubin, Polen",facebook.com,"3M6P+82 Niedźwiady, Polen","5,0",4
"Mechanika pojazdowa, serwis klimatyzacji. BERAS",Autowerkstatt,"Boczna 7, 89-200 Szubin, Polen",,"XPXF+PW Szubin, Polen","4,8",42
Elektro-Usługi,Klimaanlagenanbieter,"Brzezińskiego 32, 89-110 Sadki, Polen",,"5C4X+7F Sadki, Polen","5,0",2
Mikola Maciej Kaczmarek,Klimaanlagenanbieter,"Okrężna 16, 89-200 Stanisławka, Polen",facebook.com,"2QR6+FR Stanisławka, Polen",,
GOSIAREK,Heizungs- und Klimatechnikbetrieb,"Elizy Orzeszkowej 2, Poznańska 48, 89-240 Kcynia, Polen",,"XFPQ+P5 Kcynia, Polen","5,0",6
TRZMIEL - KLIMA,Klimaanlagenanbieter,"Kościuszki 5, 62-200 Gniezno, Polen",facebook.com,"GJJ3+CF Gnesen, Polen","5,0",10
Instalpak s.c. Przedsiębiorstwo budowlane,Heizungs- und Klimatechnikbetrieb,"Mieleńska 8, 88-170 Pakość, Polen",instalpak.pl,"R35Q+V7 Pakość, Polen","4,9",19
"ALLADIN Janusz Janaszek, Autoryzowany SERWIS oraz Instalator Junkers-Bosch",Heizungs- und Klimatechnikbetrieb,"Franciszkowo 13, 86-122 Franciszkowo, Polen",alladin.net.pl,"F633+XX Franciszkowo, Polen","3,9",43
Eol Serwis,Klimaanlagenanbieter,"Ignacego Łukasiewicza 56, 86-105 Świecie, Polen",oferteo.pl,"CC4C+25 Świecie, Polen","2,5",4
P.W.S.R. Roman Spanel,Klimaanlagenanbieter,"Nowy Jasiniec 20, 86-010, Polen",,"82VC+57 Nowy Jasiniec, Polen","5,0",1
P.h.u. Frostor,Klimaanlagenanbieter,"Krzywa 3/2, 89-500 Tuchola, Polen",,"HVQ6+X3 Tuchola, Polen",,
P. W. MAHLIK MARCIN,Klimaanlagenanbieter,"Kopernika 15, 89-500 Tuchola, Polen",,"HVP2+P9 Tuchola, Polen",,
Sem-Tech,Heizungs- und Klimatechnikbetrieb,"Zielona 45, 86-170 Nowe, Polen",,"MP4J+PM Nowe, Polen","5,0",2
SW System Sławomir Wojciechowski,Klimaanlagenanbieter,"Trzeciewiec 51, 86-022 Trzeciewiec, Polen",swsystem.com.pl,"757V+C2 Trzeciewiec, Polen",,
MD-KLIM Mirosław Drzewiecki usługi klimatyzacyjne i budowlane.,Klimaanlagenanbieter,"Galaktyczna 17, 86-005 Przyłęki, Polen",,"2XQF+8H 3064, Polen","5,0",4
Montaż i Serwis Klimatyzacji Jacek Gałka Pompy Ciepła Fotowoltaika Technika grzewcza,Klimaanlagenanbieter,"Kołdowo 12, 77-300 Człuchów, Polen",facebook.com,"M8HR+3C Człuchów, Polen",,
DMD,Heizungs- und Klimatechnikbetrieb,"Batalionów Chłopskich 4, 23-400 Biłgoraj, Polen",systemydmd.pl,"GPGH+W5 Biłgoraj, Polen","4,3",18
Rodan,Klimaanlagenanbieter,"Bartnicza 42, 86-065 Łochowo, Polen",rodanklimatyzacje.wixsite.com,"4VG5+FF Łochowo, Polen","5,0",1
KIDA Klimatyzacje,Klimaanlagenanbieter,"Łazory 88B, 37-413 Łazory, Polen",klimatyzacjakida.pl,"FGH6+VJ Łazory, Polen","5,0",2
Drozd Company - KLIMATYZACJA I REKUPERACJA - KRAŚNIK,Klimaanlagenanbieter,"Rudnik Szlachecki 13, 23-212 Rudnik Szlachecki, Polen",,"X88H+37 Rudnik Szlachecki, Polen","5,0",26
STS Fotowoltaika Klimatyzacje Tomasz Złydasik,Klimaanlagenanbieter,"Strażacka 2, 23-420 Tarnogród, Polen",stsklimatyzacja.pl,"9P5R+PW Tarnogród, Polen","5,0",1
Klimat Mateusz Gadomski,Heizungs- und Klimatechnikbetrieb,"Robotnicza 38, 21-500 Biała Podlaska, Polen",klimatbp.com,"2438+MQ Biała Podlaska, Polen","5,0",10
GRUPA REBEL Andrzej Lewandowski,Klimaanlagenanbieter,"Bartnicka 6a, 87-800 Włocławek, Polen",gruparebel.com.pl,"J27P+JV Włocławek, Polen","5,0",1
Oikos Natura,Klimaanlagenanbieter,"Grunwaldzka 2, 85-236 Bydgoszcz, Polen",,"4XGP+CV Bydgoszcz, Polen",,
RESTAL PLUS ZYGMUNT KOSOBUCKI,Heizungs- und Klimatechnikbetrieb,"Toruńska 280, 85-831 Bydgoszcz, Polen",restalplus.pl,"438C+VQ Bydgoszcz, Polen","5,0",1
Z.U.H. HYDRO TERM Artur Kubinski,Heizungs- und Klimatechnikbetrieb,"aleja Powstańców Wielkopolskich 51/73, 85-090 Bydgoszcz, Polen",,"42JQ+58 Bydgoszcz, Polen","3,0",2
Hydroterm. Chudy K.,Heizungs- und Klimatechnikbetrieb,"Glinki 146, 85-861 Bydgoszcz, Polen",,"32RV+9X Bydgoszcz, Polen",,
PPH AmerTech,Heizungs- und Klimatechnikbetrieb,"Klonowa 7, 21-560 Międzyrzec Podlaski, Polen",,"XRW3+45 Meseritz, Polen",,
Hydrotec,Heizungs- und Klimatechnikbetrieb,"Misie 124, 21-560 Misie, Polen",,"XM89+86 Misie, Polen","4,5",8
name,category,address,website,plus_code,comment_avg,comment_count
Aquator Instalacje Grzewcze Sanitarne i Gazowe Paweł Korytko,Heizungs- und Klimatechnikbetrieb,"Henryka Sienkiewicza 26/17, 22-100 Chełm, Polen",aquator-instalacje.pl,"4FPG+QR Chełm, Polen",,
popek-eko,Heizungs- und Klimatechnikbetrieb,"Pukarzów 3/2, 22-650 Pukarzów, Polen",,"GMRC+73 Pukarzów, Polen","4,3",3
KOZ-TECH Fotowoltaika Klimatyzacja,Elektriker,"Parypse 3H, 22-151 Parypse, Polen",olx.pl,"5CM7+77 Parypse, Polen","5,0",15
Klima Partner Sławomir Frączek,Klimaanlagenanbieter,"Wincentówek 58 A, 23-100 Wincentówek, Polen",,"2GVG+JQ Wincentówek, Polen","5,0",1
Usługi Instalatorskie,Heizungs- und Klimatechnikbetrieb,"3 Maja 29/1, 22-650 Łaszczów, Polen",pompycieplalubelskie.com.pl,"GPMH+P3 Łaszczów, Polen",,
Witold Paluch Montaż Serwis Klimatyzacja Klimatyzacji,Klimaanlagenanbieter,"Generała Leopolda Okulickiego 83, 37-450 Stalowa Wola, Polen",,"H3F3+4V Stalowa Wola, Polen","5,0",41
ALWENT Paweł Boruń,Heizungs- und Klimatechnikbetrieb,"Lublin 14, 20-258 Biskupie-Kolonia, Polen",,"7M49+J6 Biskupie-Kolonia, Polen","5,0",21
Arctic Line. Cupryn T.,Klimaanlagenanbieter,"Wiśniowa 12, 21-100 Lubartów, Polen",,"FJ82+9C Lubartów, Polen","5,0",1
Aircool Chłodnictwo klimatyzacja Kręgiel Tomasz,Klimaanlagenanbieter,"24-313 Polanówka, Polen",,"6WW5+M8 Polanówka, Polen","5,0",3
NORTH-CHŁÓD,Klimaanlagenanbieter,"Wylotowa 24, 24-320 Poniatowa, Polen",,"6329+MF Poniatowa, Polen","5,0",8
ELEKTROKLIMA,Klimaanlagenanbieter,"osiedle Szkolne 13, 24-123 Janowiec, Polen",elektroklima.pulawy.pl,"8VHH+5P Janowiec, Polen","5,0",1
OWK Instalacje Mariusz Kulawczuk,Heizungs- und Klimatechnikbetrieb,"ks. Popiełuszki 33/20, 21-100 Lubartów, Polen",,"CJX8+XJ Lubartów, Polen",,
Gruchoła Zbigniew. Klimatyzacja,Klimaanlagenanbieter,"Nowy Świat 40a, 20-418 Lublin, Polen",,"6HF5+H7 Lublin, Polen",,
BF REKUPERACJA,Heizungs- und Klimatechnikbetrieb,"Tomasza Zana 11a, 20-601 Lublin, Polen",,"6GV7+4P Lublin, Polen","5,0",1
OXYVENT.PL,Heizungs- und Klimatechnikbetrieb,"Kościelna 17, 21-200 Parczew, Polen",oxyvent.pl,"JWQ2+XJ Parczew, Polen","5,0",10
Firma Handlowo-Usługowa SŁA-WIT,Heizungs- und Klimatechnikbetrieb,"Polna 15, 21-200 Parczew, Polen",,"JVQV+C2 Parczew, Polen","1,0",1
Pan od Klimy - Klimatyzacja do domu i biura - Montaż i serwis Puławy,Klimaanlagenanbieter,"Hugona Kołłątaja 25/15, 24-100 Puławy, Polen",facebook.com,"CXC2+3G Puławy, Polen","5,0",20
"Sobczak Marek. Klimatyzacja, urządzenia chłodnicze",Klimaanlagenanbieter,"Teofila Cichockiego 13, 24-100 Puławy, Polen",,"CX79+VF Puławy, Polen","4,0",1
Budinstal. Technika grzewcza i sanitarna. Owczarz A.J.,Heizungs- und Klimatechnikbetrieb,"Lubelska 55, 24-100 Puławy, Polen",budinstal.indexfirm.pl,"CX8W+26 Puławy, Polen","4,3",33
"KOSTWENT wentylacja, klimatyzacja, rekuperacja, produkcja kanałów",Heizungs- und Klimatechnikbetrieb,"Stara Wieś 33, 21-345 Stara Wieś, Polen",,"PG5W+6R Stara Wieś, Polen","5,0",1
Gruchoła Zbigniew Klimatyzacja,Klimaanlagenanbieter,"II Armii Wojska Polskiego 4, 21-345 Borki, Polen",,"PG9G+38 Borki, Polen","4,5",8
"Delta. Klimatyzacja, chłodnia, dojarka. Mościcki W.",Klimaanlagenanbieter,"Armii Krajowej 96, 21-400 Łuków, Polen",,"W9Q8+MM Łuków, Polen","5,0",5
Bestall A.Lewandowska,Heizungs- und Klimatechnikbetrieb,"21-400 Zalesie, Polen",,"W8QQ+46 Łuków, Polen",,
Ekologika Sp. z o.o.,Heizungs- und Klimatechnikbetrieb,"Polna 6, 21-560 Rzeczyca, Polen",ekologika.info,"XP5W+J9 Rzeczyca, Polen",,
EcoHouse Sp. z o.o.,Klimaanlagenanbieter,"Mieszka I 10, 66-300 Międzyrzecz, Polen",,"CHVG+FX Międzyrzecz, Polen",,
Pumar Sp. z o.o. Przedsiębiorstwo usługowo - wytwórcze i handlowe,Heizungs- und Klimatechnikbetrieb,"Rejkowizna 7, 21-040 Świdnik, Polen",,"6M6M+W2 Świdnik, Polen","5,0",1
LP-BUD,Klimaanlagenanbieter,"Żwirki i Wigury 47, 21-040 Świdnik, Polen",lp-bud.eu,"6MGJ+JQ Świdnik, Polen","4,5",16
Phu Dej,Heizungs- und Klimatechnikbetrieb,"Hanki Ordonówny 9, 20-328 Lublin, Polen",,"6JP6+2H Lublin, Polen",,
"kgk s.c. Krzyżanowski, Kotlarek, klimatyzacja pompy ciepła",Klimaanlagenanbieter,"Słoneczna 20, 21-010 Łęczna, Polen",,"7VWG+MC Łęczna, Polen","5,0",5
"AWK Instalacje Sp. z o.o. Sp.K. montaż pompy ciepła DAIKIN VIVAX wentylacja klimatyzacja montaż Lublin lubelskie, cała Polska",Heizungs- und Klimatechnikbetrieb,"Piaskowa 23, 20-413 Lublin, Polen",awkinstalacje.pl,"6HHF+6J Lublin, Polen","5,0",3
Instal-Bud Łukasz Sałamacha,Heizungs- und Klimatechnikbetrieb,"Powiatowa 100/C, 22-400 Zamość, Polen",,"P7VJ+GX Zamość, Polen",,
"Ekspro. Przedsiębiorstwo innowacyjno - wdrożeniowe. Korona K., mgr inż.",Klimaanlagenanbieter,"Spółdzielcza 2, 22-400 Zamość, Polen",ekspro.pl,"P745+92 Zamość, Polen","5,0",2
Grupa RAF-POL Sp. z o.o.,Heizungs- und Klimatechnikbetrieb,"Kolejowa 1, 22-400 Zawada, Polen",rafpol-odpylanie.pl,"P48G+59 Zawada, Polen","5,0",1
Ma-Went s.c. Romanek A.M.,Geschäftsstelle,"Infułacka 27, 22-400 Zamość, Polen",,"P79C+75 Zamość, Polen","4,3",3
"Klimatyzacja Radzyń Podlaski - Sprzedaż, montaż, serwis - City system security",Klimaanlagenanbieter,"Przemysłowa, 21-400 Łuków, Polen",klimatyzacja-radzyn.pl,"W9PP+PV Łuków, Polen",,
Cool Control. Wysocki T.,Klimaanlagenanbieter,"Młynarska 2, 08-106 Zbuczyn, Polen",coolcontrol.pl,"3CQJ+V3 Zbuczyn, Polen","4,3",9
Zapmax. PHU. Niedziółka P.,Klimaanlagenanbieter,"08-113 Domanice-Kolonia; 109, 08-113, Polen",,"25WP+FH Domanice-Kolonia, Polen","5,0",1
ZETKA Sp. zo.o.,Klimaanlagenanbieter,"Cicha 5, 66-400 Gorzów Wielkopolski, Polen",,"P762+2P Gorzów Wielkopolski, Polen","2,9",12
Dekorhaus,Klimaanlagenanbieter,"Czereśniowa 6, 66-400 Gorzów Wielkopolski, Polen",,"P6XW+CF Gorzów Wielkopolski, Polen",,
KLIM-BULL,Klimaanlagenanbieter,"Perłowa 7/1, 66-400 Gorzów Wielkopolski, Polen",klim-bull.pl,"Q67R+QJ Gorzów Wielkopolski, Polen",,
Vinsar - Filia Gorzów Wlkp.,Klimaanlagenanbieter,"Piłkarska 9, 66-400 Gorzów Wielkopolski, Polen",vinsar.pl,"P6M4+69 Gorzów Wielkopolski, Polen",,
Hazet s.c.,Heizungs- und Klimatechnikbetrieb,"Nadbrzeżna 17, 66-400 Gorzów Wielkopolski, Polen",hazet.com.pl,"P6HP+GQ Gorzów Wielkopolski, Polen","5,0",4
Thermo-Klima Jakub Matysik,Klimaanlagenanbieter,"Kanałowa 36, 64-211 Obra, Polen",,"32FV+QQ Kloster Obra, Polen","4,3",18
P.H.U. System Solution,Klimaanlagenanbieter,"Lipowa 9, 68-300 Lubsko, Polen",,"QXMF+54 Lubsko, Polen","5,0",28
MG Klimatyzacje,Klimaanlagenanbieter,"Łężyca-Inwestycyjna 18A/6, 66-016 Zielona Góra, Polen",,"XFHM+68 Zielona Góra, Polen","5,0",12
Elektro Serwis. Nowakowski A.,Ingenieur,"Kukułcza 7, 66-016 Czerwieńsk, Polen",,"2C6J+F6 Czerwieńsk, Polen","5,0",5
EVEREST 24 SP. Z O.O.,Klimaanlagenanbieter,"Krośnieńska 3, 65-625 Zielona Góra, Polen",everest24.pl,"WFQR+2X Zielona Góra, Polen","4,7",27
Klimatyzacja,Klimaanlagenanbieter,"Zielonogórska 2, 67-120 Kożuchów, Polen",,"PHWV+PH Kożuchów, Polen",,
"Dobosz. Produkcja, usługi, handel. Bęben W.",Heizungs- und Klimatechnikbetrieb,"Kacza, 67-120 Kożuchów, Polen",,"PHQR+C6 Kożuchów, Polen","5,0",3
SYSTEMY CIEPLNE-KLIMATYZACJA LORENZ SP. Z O.O.,Klimaanlagenanbieter,"Powstańców Wielkopolskich 17, 64-211 Obra, Polen",jakublorenz.pl,"33F2+87 Kloster Obra, Polen","4,6",42
P.P.H.U.B. KOMA Zbigniew Kozielczyk,Heizungsmonteur,"17 Pułku Ułanów 19B, 67-400 Wschowa, Polen",,"R86F+W3 Wschowa, Polen",,
Klimat-Chłodnictwo Klimatyzacja Mateusz Bibik,Klimaanlagenanbieter,"Jeziorna 7A, 67-410 Radzyń, Polen",facebook.com,"V2CV+2R Radzyń, Polen","4,6",5
Hydrokan Plus Grażyna Drelich,Heizungs- und Klimatechnikbetrieb,"Sienkiewicza 8, 66-530 Drezdenko, Polen",,"RRPJ+FJ Drezdenko, Polen","4,4",45
NIX Marcin Graczyk,Heizungs- und Klimatechnikbetrieb,"Promykowa 2a, 66-415 Kłodawa, Polen",,"Q6PF+WX Kłodawa, Polen","4,9",7
As. Ławoński,Heizungs- und Klimatechnikbetrieb,"Kilińskiego 70, 69-110 Rzepin, Polen",,"8RJW+XH Rzepin, Polen","5,0",2
Słysz. PHU. Słysz W.,Heizungs- und Klimatechnikbetrieb,"Osiedle Warniki 27B, 66-470 Kostrzyn nad Odrą, Polen",,"HMWM+MV Kostrzyn nad Odrą, Polen","4,7",3
BreezyAir - Klimatyzacja - Pompy ciepła,Klimaanlagenanbieter,"Kopernika 25, 66-470 Kostrzyn nad Odrą, Polen",breezyair.pl,"HMQ4+H9 Kostrzyn nad Odrą, Polen","5,0",4
P.U. ANTKOWIAK,Heizungs- und Klimatechnikbetrieb,"Słoneczna 7, 66-446 Karnin, Polen",antkowiak.com.pl,"M7QG+73 Karnin, Polen","4,3",11
xiCOOL Sp. z o.o.,Heizungs- und Klimatechnikbetrieb,"Bohaterów Westerplatte 11/523, 65-034 Zielona Góra, Polen",xicool.pl,"WGR3+XX Zielona Góra, Polen",,
Zakład Usługowy Walkowiak Piotr,Heizungs- und Klimatechnikbetrieb,"Piękna 1, 65-223 Zielona Góra, Polen",,"WGPC+FP Zielona Góra, Polen",,
Zielonka,Heizungs- und Klimatechnikbetrieb,"Wrocławska 21a, 68-200 Żary, Polen",cylex-polska.pl,"J4PV+C7 Sorau, Polen","5,0",8
Techklima Wojciech Glinka,Klimaanlagenanbieter,"Jerzego Waszczyka 9A, 65-664 Zielona Góra, Polen",,"WGC3+C2 Zielona Góra, Polen",,
BUDOPEX Klimatyzacje Wentylacje,Heizungs- und Klimatechnikbetrieb,"Ogrodnicza 2, 66-015 Zielona Góra, Polen",budopex.com.pl,"XC7W+77 Zielona Góra, Polen","5,0",3
Feelco,Heizungs- und Klimatechnikbetrieb,"Licealna 6, 65-417 Zielona Góra, Polen",feelco.pl,"WGP4+HG Zielona Góra, Polen",,
Mer- Bud Merle Paweł,Auftragnehmer,"Karola Kurpińskiego 5, 06-400 Ciechanów, Polen",facebook.com,"VH9M+43 Ciechanów, Polen","5,0",8
Klimatyzcja*Wentylacja*Rekuperacja,Heizungs- und Klimatechnikbetrieb,"Marii Konopnickiej 13, 05-191 Nowe Pieścirogi, Polen",eskimosolution.pl,"HQH8+74 Nowe Pieścirogi, Polen",,
Atom Sp. z o.o.,Klimaanlagenanbieter,"Polna 18, 26-800 Sucha, Polen",atompolska.pl,"JX95+22 Sucha, Polen","4,7",39
Klimatyzacja Radom montaż serwis,Klimaanlagenanbieter,"Kępiny 4, 26-660 Jedlanka, Polen",domserwis.pl,"G3JH+47 Jedlanka, Polen","5,0",1
Klimaperfekt,Heizungs- und Klimatechnikbetrieb,"52A, 05-660 Grażyna, Polen",,"R6GV+97 Grażyna, Polen",,
Thermodynamika,Heizungs- und Klimatechnikbetrieb,"65, 05-660, Polen",theka.pl,"Q5R9+G5 Warka, Polen","5,0",1
Elektroklimat,Klimaanlagenanbieter,"Zagroby 20 A, 26-914 Zagroby, Polen",elektroklimat.pl,"R7CX+C5 Zagroby, Polen","4,6",18
RAFT - TECH KLIMATYZACJA WENTYLACJA POMPY CIEPŁĄ,Klimaanlagenanbieter,"Celinów 11 A, 08-450 Celinów, Polen",,"QH5R+MJ Celinów, Polen","3,7",3
"FHU Sław-Instal Sławomir Biernacki - Pompy ciepła, Rekuperacja, Klimatyzacja, Hydraulika",Heizungs- und Klimatechnikbetrieb,"Cmentarna, 08-400 Garwolin, Polen",facebook.com,"VJX3+5X Garwolin, Polen","5,0",1
Klimatyzacje Jerzy Mańkowski,Klimaanlagenanbieter,"Długa 11, 08-404 Górzno-Kolonia, Polen",business.site,"RPW3+5M Górzno-Kolonia, Polen",,
RAFT-TECH Rafał Kondej,Klimaanlagenanbieter,"Biskupa Łaskarza 8, 08-450 Łaskarzew, Polen",,"QHWV+P6 Łaskarzew, Polen","5,0",1
Went-Klim. Choiński R.,Heizungs- und Klimatechnikbetrieb,"Królewska 49, 05-822 Milanówek, Polen",,"4MFM+9M Milanówek, Polen",,
SATOR - Odwierty | Gruntowe Pompy Ciepła,Bohrunternehmen,"Wspólna 10, 26-900 Kozienice, Polen",sator.pl,"HG9R+VQ Kozienice, Polen","4,8",20
Hydrosystems instalacje hydrauliczne i grzewcze Czarnecki kamil,Heizungs- und Klimatechnikbetrieb,"Okrężna 27d, 05-827 Grodzisk Mazowiecki, Polen",,"4M34+7J Grodzisk Mazowiecki, Polen","5,0",1
Haus & Luft,Klimaanlagenanbieter,"Brzozowa 3, 05-822 Milanówek, Polen",haus-luft.com,"4MC6+FM Milanówek, Polen",,
GreenTerm.pl - Pompy Ciepła Daikin,Heizungs- und Klimatechnikbetrieb,"Wilków Pierwszy 41A, 05-620 Wilków Pierwszy, Polen",greenterm.pl,"RJ3V+P6 Wilków Pierwszy, Polen","4,9",39
Zyg-zak. FHU,Heizungs- und Klimatechnikbetrieb,"LOK. 12, Medalowa 2A, 05-600 Grójec, Polen",zyg-zak.pl,"VVCJ+43 Grójec, Polen","5,0",1
Klimaromar,Heizungs- und Klimatechnikbetrieb,"Cicha 1, 05-119 Michałów-Reginów, Polen",,"CXF7+94 Michałów-Reginów, Polen","5,0",1
Ko-Mat,Klimaanlagenanbieter,"Partyzantów 27A, 05-123 Chotomów, Polen",ko-mat.com.pl,"CV6P+R2 Chotomów, Polen","4,9",43
INSTAL PLUS Serafin Mirosław,Heizungs- und Klimatechnikbetrieb,"Pieczyska 27a, 05-650 Pieczyska, Polen",,"W2FG+29 Pieczyska, Polen","5,0",2
ARKTIK INSTAL Serwis i montaż klimatyzacji,Klimaanlagenanbieter,"Bardzice 2B, 26-624 Kowala-Stępocina, Polen",arktik-instal.pl,"8526+9W Kowala, Polen","5,0",43
INSTAL-HOME Klimatyzacja Ostrowiec,Klimaanlagenanbieter,"Bałtowska 264c, 27-400 Ostrowiec Świętokrzyski, Polen",facebook.com,"XC38+PJ Ostrowiec Świętokrzyski, Polen","5,0",28
MG-Klima,Klimaanlagenanbieter,"Siennieńska 139, 27-400 Ostrowiec Świętokrzyski, Polen",,"X95W+VP Ostrowiec Świętokrzyski, Polen","5,0",2
"Lipczyński B. Naprawa urządzeń chłodniczych, klimatyzacja",Klimaanlagenanbieter,"Rzepin Drugi 88A, 27-225, Polen",,"X4J5+2W Rzepin Drugi, Polen","5,0",1
Carlo,Klimaanlagenanbieter,"Drożanki 18, 26-634 Drożanki, Polen",carlo-tech.pl,"9C4C+8X Drożanki, Polen",,
Zechik Sp. z o.o. Przedstawiciel firmy Carrier,Klimaanlagenanbieter,"Leśna 31, 27-200 Starachowice, Polen",zechik.pl,"332W+W8 Starachowice, Polen","4,2",6
Eko-Clima Klimatyzacja Ostrowiec Świętokrzyski,Klimaanlagenanbieter,"Jesionowa 16, 27-400 Ostrowiec Świętokrzyski, Polen",eko-clima.pl,"X985+5F Ostrowiec Świętokrzyski, Polen","5,0",36
KLIMAT,Klimaanlagenanbieter,"Narodowych Sił Zbrojnych 3, 09-400 Płock, Polen",,"HP52+CH Płock, Polen",,
KLS GREEN,Klimaanlagenanbieter,"Przemysłowa 20, 09-400 Płock, Polen",klsgreen.pl,"HM8X+3R Płock, Polen","5,0",2
Noviskon S.C.,Heizungs- und Klimatechnikbetrieb,"Małopolska 300, 05-300 Mińsk Mazowiecki, Polen",,"5HQ5+J7 Mińsk Mazowiecki, Polen",,
K-t-k Sp. Z o.o. PHU,Heizungs- und Klimatechnikbetrieb,"Żyzna 2, 09-410 Płock, Polen",,"HQ26+PC Płock, Polen","5,0",1
DORBUD Wentylacja Rekuperacja Producent rur spiro,Klimaanlagenanbieter,"Józefa Mireckiego 13, 05-303 Mińsk Mazowiecki, Polen",,"5HG8+VH Mińsk Mazowiecki, Polen",,
